"","stock","Open","High","Low","Close","Volume","Adjusted","BBand_pctB","RSI","PPO","ATR","EMA3","EMA30","EMADiff","mySignal","stopPct","buysell"
"128","XLV","57.87","58.13","56.98","57.73","9734700","57.73","0.546961782647724","50.5603938012743","0.179670960067604","0.571774063412381","57.6647157902225","57.6803511717496","-0.000271069457960625","1.56723297135274","1.98085592729042","-"
"129","XLB","47.36","47.37","46.61","46.96","9573500","46.96","0.379142646658735","48.3783790513946","-0.032034112877537","0.349230604524616","47.1608161181205","47.0562260575133","0.00222266147054295","-4.01538339793139","1.48735351160399","-"
"130","XLY","63.71","63.85","62.49","63.28","9335000","63.28","0.306137342070976","43.1450053312876","0.0655155034233945","0.477172008135521","63.5862072312579","64.282310805445","-0.0108288511328392","-11.0706975630439","1.50812897640809","-"
"131","XLF","21.85","21.91","21.51","21.72","43922800","21.72","0.333064743847871","45.0274408996859","-0.0172147283917538","0.156420885130189","21.8224568007633","21.8955907353256","-0.00334012155444111","-8.23681288448291","1.44033964208277","-"
"132","XLE","93.55","93.63","92.61","93.39","11167000","93.39","0.812012624473824","68.4102713868024","0.220633775842781","0.655408399754596","93.3964896918889","90.3586720286145","0.0336195474664831","24.9699738985957","1.40359438859534","SELL"
"133","XLP","43.89","44.38","43.79","44.29","7214200","44.29","1.13306200766952","74.4154310451115","0.118442793655471","0.193541562594651","44.0063477868205","43.1377599967851","0.0201352084600617","36.1516443215779","0.873974091644392","SELL"
"134","XLU","43.05","43.39","42.96","43.32","18619800","43.32","1.01365148314798","74.4063498819998","0.125517138796724","0.294391127415072","43.0554905904089","41.6737625490405","0.033155826516562","34.4616321418556","1.35914647929396","SELL"
"135","TNA","68.98","69.92","64.09","67.04","10594500","67.04","0.209526659133587","38.3733750864356","-0.193860030780517","2.08045628945817","68.6309335863573","73.3717723068464","-0.0646139321899239","-22.443195425826","6.20661184205899","-"
"136","SSO","105.11","105.82","102.78","104.93","8348800","104.93","0.577951667818803","52.964355559922","0.153997974771874","1.29392409783355","104.964033162391","103.902495799008","0.0102166685720105","5.19372522261266","2.46626150354246","-"
"137","UPRO","99.35","100.37","96.07","99.09","2194000","99.09","0.567942931063939","52.5961400610687","0.227667485239971","1.82357124568649","99.1495109075853","97.7905793174294","0.013896344613572","5.03531278375721","3.68063628153495","-"
"138","FAS","87.65","88.45","84.18","86.64","3209100","86.64","0.311909294386638","43.4412959747465","-0.0523291835793918","1.72272329227941","87.8110707342844","89.4364741606277","-0.0181738316676494","-11.4386788260391","3.97673890184535","-"
"139","QLD","96.56","97.72","93.29","96.4","4613800","96.4","0.450416788673772","46.8519720070666","0.334055351233453","1.90029131966853","96.6455029756688","98.0946914614239","-0.0147733630043066","-5.07793757828639","3.9425131113455","-"
"140","ERX","105.3","105.7","102.31","105.03","180800","105.03","0.813915815912898","68.298931047702","0.639597280985944","2.12235460401621","105.031940738711","95.6516187037452","0.0980675723222084","31.3788509158198","4.04142550512466","SELL"
"141","UWM","79.73","80.35","75.86","78.18","683700","78.18","0.207210525572245","38.8269054601612","-0.122429419671769","1.57707440995734","79.3952060789078","82.8088559138689","-0.0412232459594875","-19.8218823615217","4.03447022245417","-"
"142","AGQ","62.72","62.73","61.84","62.52","197300","62.52","0.253337718812659","39.97144056273","0.170210292759041","1.05423938000522","62.702373659346","65.0407323467948","-0.03595221952577","-17.283198560213","3.37248682023423","-"
"143","DDM","113.61","114.4","111.8","113.66","448700","113.66","0.600958719335776","53.9287030859175","0.0977376803056313","1.22230188977347","113.559824918528","112.334656930179","0.0109064114479833","6.56113644263085","2.15080395877788","-"
"144","UST","52.1","52.13","51.85","51.96","10800","51.96","0.540226058123376","51.3826698744501","-0.0388693647478901","0.164115805231528","51.9871367452502","51.8615764505014","0.00242106590933803","2.28476044985582","0.631700559012809","-"
"145","VIX","13.93","14.67","13.91","14.06","0","14.06","0.454315502827183","48.3278852264359","-0.950147100408439","0.541589258846399","13.7006625762305","14.3869297815231","-0.0477007405828818","-7.16627256778165","7.70397238757324","-"
"146","AUY","7.61","7.61","7.41","7.42","6885100","7.42","0.0410382813071966","21.5580581377941","-0.815937781079671","0.139095384565421","7.5330770635963","8.51679106487032","-0.115502892319573","-44.3557885959319","3.74920174030786","-"
